UserID,Age,Gender,VRHeadset,Duration,MotionSickness,ImmersionLevel,AgeGroup,SessionCategory,HighImmersion,SevereSickness
764,36,Female,Htc Vive,18.25,7,4,Adulto joven,Media,True,True
765,28,Male,Htc Vive,26.86,10,1,Adulto joven,Media,False,True
766,52,Male,Htc Vive,54.65,10,5,Adulto,Larga,True,True
767,42,Female,Oculus Rift,13.8,10,2,Adulto,Corta,False,True
768,50,Male,Oculus Rift,55.81,8,2,Adulto,Larga,False,True
769,23,Male,Htc Vive,35.16,1,4,Joven,Larga,True,False
770,50,Other,Oculus Rift,47.91,9,4,Adulto,Larga,True,True
771,33,Other,Oculus Rift,16.76,1,2,Adulto joven,Media,False,False
772,29,Male,Playstation Vr,54.05,4,4,Adulto joven,Larga,True,False
773,46,Male,Htc Vive,37.22,1,2,Adulto,Larga,False,False
774,31,Female,Htc Vive,54.22,6,3,Adulto joven,Larga,False,False
775,33,Female,Htc Vive,5.87,2,1,Adulto joven,Corta,False,False
776,23,Male,Oculus Rift,10.17,3,1,Joven,Corta,False,False
777,38,Male,Htc Vive,27.78,5,4,Adulto joven,Media,True,False
778,60,Other,Htc Vive,54.03,2,4,Adulto mayor,Larga,True,False
779,30,Female,Playstation Vr,28.99,7,1,Adulto joven,Media,False,True
780,47,Other,Playstation Vr,30.84,7,4,Adulto,Media,True,True
781,49,Other,Playstation Vr,38.74,6,5,Adulto,Larga,True,False
782,42,Other,Oculus Rift,14.82,9,4,Adulto,Corta,True,True
783,57,Female,Oculus Rift,32.48,1,5,Adulto mayor,Media,True,False
784,23,Male,Htc Vive,43.87,7,5,Joven,Larga,True,True
785,46,Other,Playstation Vr,26.7,4,2,Adulto,Media,False,False
786,26,Female,Playstation Vr,16.27,2,5,Adulto joven,Media,True,False
787,38,Male,Playstation Vr,55.87,9,4,Adulto joven,Larga,True,True
788,53,Male,Htc Vive,42.26,2,5,Adulto,Larga,True,False
789,39,Male,Htc Vive,42.07,2,2,Adulto joven,Larga,False,False
790,47,Female,Oculus Rift,42.11,5,4,Adulto,Larga,True,False
791,32,Male,Htc Vive,57.2,5,4,Adulto joven,Larga,True,False
792,19,Other,Htc Vive,52.62,6,5,Joven,Larga,True,False
793,52,Male,Playstation Vr,28.82,5,4,Adulto,Media,True,False
794,22,Male,Oculus Rift,12.01,10,4,Joven,Corta,True,True
795,47,Male,Oculus Rift,9.59,8,4,Adulto,Corta,True,True
796,49,Other,Oculus Rift,27.63,1,1,Adulto,Media,False,False
797,54,Male,Oculus Rift,41.58,5,3,Adulto,Larga,False,False
798,33,Female,Oculus Rift,11.35,1,2,Adulto joven,Corta,False,False
799,48,Other,Playstation Vr,14.96,4,3,Adulto,Corta,False,False
800,37,Male,Playstation Vr,31.08,1,5,Adulto joven,Media,True,False
801,54,Female,Playstation Vr,38.38,6,2,Adulto,Larga,False,False
802,60,Other,Playstation Vr,10.06,8,1,Adulto mayor,Corta,False,True
803,28,Male,Oculus Rift,44.77,8,4,Adulto joven,Larga,True,True
804,51,Other,Playstation Vr,44.95,4,4,Adulto,Larga,True,False
805,53,Female,Oculus Rift,15.81,7,5,Adulto,Media,True,True
806,30,Male,Oculus Rift,29.12,10,1,Adulto joven,Media,False,True
807,49,Other,Htc Vive,37.01,10,2,Adulto,Larga,False,True
808,38,Other,Htc Vive,45.92,2,3,Adulto joven,Larga,False,False
809,45,Other,Oculus Rift,59.77,7,3,Adulto,Larga,False,True
810,53,Male,Htc Vive,18.24,6,4,Adulto,Media,True,False
811,28,Male,Htc Vive,41.21,1,3,Adulto joven,Larga,False,False
812,37,Other,Playstation Vr,32.28,8,2,Adulto joven,Media,False,True
813,23,Other,Playstation Vr,5.89,8,2,Joven,Corta,False,True
814,53,Other,Htc Vive,15.14,9,2,Adulto,Media,False,True
815,28,Male,Oculus Rift,51.1,7,5,Adulto joven,Larga,True,True
816,28,Other,Htc Vive,6.26,2,3,Adulto joven,Corta,False,False
817,31,Male,Playstation Vr,6.37,7,2,Adulto joven,Corta,False,True
818,43,Male,Htc Vive,31.35,3,3,Adulto,Media,False,False
819,46,Female,Oculus Rift,39.76,6,5,Adulto,Larga,True,False
820,49,Other,Htc Vive,43.38,3,5,Adulto,Larga,True,False
821,20,Female,Playstation Vr,13.88,10,2,Joven,Corta,False,True
822,24,Male,Htc Vive,57.18,2,1,Joven,Larga,False,False
823,35,Other,Playstation Vr,41.84,9,2,Adulto joven,Larga,False,True
824,55,Male,Oculus Rift,12.46,7,1,Adulto mayor,Corta,False,True
825,32,Female,Htc Vive,53.15,4,5,Adulto joven,Larga,True,False
826,26,Other,Playstation Vr,21.58,3,1,Adulto joven,Media,False,False
827,52,Male,Htc Vive,33.76,8,5,Adulto,Media,True,True
828,40,Female,Playstation Vr,58.61,7,5,Adulto,Larga,True,True
829,26,Male,Oculus Rift,9.84,4,1,Adulto joven,Corta,False,False
830,22,Other,Htc Vive,19.64,8,5,Joven,Media,True,True
831,28,Male,Playstation Vr,11.1,2,1,Adulto joven,Corta,False,False
832,53,Male,Htc Vive,42.71,6,1,Adulto,Larga,False,False
833,55,Male,Htc Vive,56.17,7,4,Adulto mayor,Larga,True,True
834,39,Female,Playstation Vr,9.93,5,1,Adulto joven,Corta,False,False
835,43,Male,Playstation Vr,12.67,8,2,Adulto,Corta,False,True
836,54,Female,Playstation Vr,33.11,6,5,Adulto,Media,True,False
837,29,Other,Playstation Vr,7.66,6,5,Adulto joven,Corta,True,False
838,24,Male,Htc Vive,42.1,2,4,Joven,Larga,True,False
839,40,Female,Playstation Vr,30.13,8,2,Adulto,Media,False,True
840,35,Female,Playstation Vr,30.93,5,4,Adulto joven,Media,True,False
841,40,Female,Playstation Vr,51.51,6,2,Adulto,Larga,False,False
842,38,Female,Playstation Vr,19.46,6,1,Adulto joven,Media,False,False
843,33,Female,Playstation Vr,27.58,4,5,Adulto joven,Media,True,False
844,26,Female,Playstation Vr,58.05,5,2,Adulto joven,Larga,False,False
845,33,Female,Oculus Rift,37.79,10,4,Adulto joven,Larga,True,True
846,22,Male,Playstation Vr,6.77,6,3,Joven,Corta,False,False
847,48,Male,Htc Vive,23.1,7,4,Adulto,Media,True,True
848,45,Female,Oculus Rift,8.51,5,5,Adulto,Corta,True,False
849,25,Female,Htc Vive,49.48,2,4,Adulto joven,Larga,True,False
850,59,Other,Oculus Rift,46.16,9,1,Adulto mayor,Larga,False,True
851,55,Male,Oculus Rift,9.86,6,1,Adulto mayor,Corta,False,False
852,21,Other,Playstation Vr,50.34,9,4,Joven,Larga,True,True
853,49,Female,Oculus Rift,29.96,7,2,Adulto,Media,False,True
854,54,Other,Oculus Rift,54.65,5,5,Adulto,Larga,True,False
855,37,Female,Playstation Vr,12.16,3,4,Adulto joven,Corta,True,False
856,30,Female,Playstation Vr,50.35,5,3,Adulto joven,Larga,False,False
857,26,Male,Htc Vive,8.61,7,1,Adulto joven,Corta,False,True
858,21,Female,Playstation Vr,41.16,10,5,Joven,Larga,True,True
859,38,Male,Oculus Rift,28.64,10,3,Adulto joven,Media,False,True
860,27,Female,Playstation Vr,6.65,1,4,Adulto joven,Corta,True,False
861,19,Other,Playstation Vr,36.08,5,2,Joven,Larga,False,False
862,57,Other,Oculus Rift,6.13,5,3,Adulto mayor,Corta,False,False
863,30,Male,Oculus Rift,35.86,3,1,Adulto joven,Larga,False,False
864,37,Male,Htc Vive,9.29,3,4,Adulto joven,Corta,True,False
865,26,Other,Htc Vive,47.59,9,5,Adulto joven,Larga,True,True
866,53,Female,Playstation Vr,42.61,2,4,Adulto,Larga,True,False
867,39,Female,Oculus Rift,42.27,9,2,Adulto joven,Larga,False,True
868,21,Other,Oculus Rift,53.44,7,4,Joven,Larga,True,True
869,50,Female,Playstation Vr,57.41,1,3,Adulto,Larga,False,False
870,51,Male,Oculus Rift,43.94,5,5,Adulto,Larga,True,False
871,45,Other,Htc Vive,9.39,8,2,Adulto,Corta,False,True
872,57,Other,Playstation Vr,8.83,3,5,Adulto mayor,Corta,True,False
873,22,Female,Oculus Rift,58.93,3,5,Joven,Larga,True,False
874,59,Other,Htc Vive,53.21,9,1,Adulto mayor,Larga,False,True
875,31,Female,Htc Vive,38.28,1,3,Adulto joven,Larga,False,False
876,19,Other,Htc Vive,31.44,1,2,Joven,Media,False,False
877,35,Other,Htc Vive,47.28,9,5,Adulto joven,Larga,True,True
878,50,Male,Oculus Rift,52.36,7,4,Adulto,Larga,True,True
879,40,Male,Oculus Rift,30.2,3,4,Adulto,Media,True,False
880,44,Other,Oculus Rift,31.71,2,4,Adulto,Media,True,False
881,43,Other,Playstation Vr,5.52,5,1,Adulto,Corta,False,False
882,53,Other,Oculus Rift,14.88,4,5,Adulto,Corta,True,False
883,27,Other,Htc Vive,37.58,9,2,Adulto joven,Larga,False,True
884,53,Other,Playstation Vr,52.73,2,5,Adulto,Larga,True,False
885,48,Female,Oculus Rift,41.51,3,3,Adulto,Larga,False,False
886,44,Other,Playstation Vr,56.7,9,5,Adulto,Larga,True,True
887,28,Female,Oculus Rift,37.98,6,3,Adulto joven,Larga,False,False
888,19,Other,Playstation Vr,17.97,8,1,Joven,Media,False,True
889,33,Male,Htc Vive,13.5,2,2,Adulto joven,Corta,False,False
890,36,Other,Htc Vive,40.95,8,1,Adulto joven,Larga,False,True
891,22,Other,Htc Vive,18.3,9,2,Joven,Media,False,True
892,57,Male,Oculus Rift,29.22,1,2,Adulto mayor,Media,False,False
893,60,Female,Oculus Rift,29.72,4,3,Adulto mayor,Media,False,False
894,38,Female,Playstation Vr,26.46,10,4,Adulto joven,Media,True,True
895,23,Male,Htc Vive,49.0,2,4,Joven,Larga,True,False
896,36,Other,Playstation Vr,10.45,1,3,Adulto joven,Corta,False,False
897,45,Male,Playstation Vr,55.2,6,2,Adulto,Larga,False,False
898,34,Male,Oculus Rift,13.43,5,3,Adulto joven,Corta,False,False
899,49,Male,Playstation Vr,46.35,7,2,Adulto,Larga,False,True
900,50,Female,Oculus Rift,46.62,9,5,Adulto,Larga,True,True
901,50,Other,Playstation Vr,11.8,6,3,Adulto,Corta,False,False
902,42,Male,Playstation Vr,51.76,5,2,Adulto,Larga,False,False
903,30,Other,Oculus Rift,48.19,8,3,Adulto joven,Larga,False,True
904,46,Male,Oculus Rift,32.99,6,2,Adulto,Media,False,False
905,48,Other,Oculus Rift,29.88,1,3,Adulto,Media,False,False
906,24,Male,Playstation Vr,28.1,2,3,Joven,Media,False,False
907,58,Other,Playstation Vr,58.34,9,4,Adulto mayor,Larga,True,True
908,31,Other,Playstation Vr,41.43,1,2,Adulto joven,Larga,False,False
909,27,Other,Playstation Vr,46.26,6,3,Adulto joven,Larga,False,False
910,30,Other,Playstation Vr,53.95,9,4,Adulto joven,Larga,True,True
911,41,Other,Oculus Rift,30.76,4,1,Adulto,Media,False,False
912,45,Male,Oculus Rift,24.35,4,4,Adulto,Media,True,False
913,38,Male,Playstation Vr,16.53,6,4,Adulto joven,Media,True,False
914,42,Other,Htc Vive,51.9,6,4,Adulto,Larga,True,False
915,41,Male,Htc Vive,13.95,10,2,Adulto,Corta,False,True
916,41,Female,Oculus Rift,37.63,8,1,Adulto,Larga,False,True
917,39,Other,Htc Vive,40.96,10,2,Adulto joven,Larga,False,True
918,20,Male,Htc Vive,44.68,3,1,Joven,Larga,False,False
919,18,Female,Oculus Rift,59.98,6,5,Joven,Larga,True,False
920,20,Female,Playstation Vr,11.53,3,2,Joven,Corta,False,False
921,40,Male,Oculus Rift,29.06,5,2,Adulto,Media,False,False
922,20,Female,Htc Vive,54.03,8,2,Joven,Larga,False,True
923,25,Female,Htc Vive,53.74,3,1,Adulto joven,Larga,False,False
924,39,Male,Oculus Rift,51.71,10,3,Adulto joven,Larga,False,True
925,47,Other,Playstation Vr,51.74,6,3,Adulto,Larga,False,False
926,34,Female,Playstation Vr,55.55,5,3,Adulto joven,Larga,False,False
927,44,Male,Oculus Rift,6.8,3,4,Adulto,Corta,True,False
928,57,Male,Oculus Rift,35.53,8,4,Adulto mayor,Larga,True,True
929,29,Female,Oculus Rift,38.06,1,2,Adulto joven,Larga,False,False
930,44,Other,Htc Vive,52.64,10,2,Adulto,Larga,False,True
931,39,Other,Htc Vive,7.35,8,4,Adulto joven,Corta,True,True
932,58,Other,Oculus Rift,49.92,5,1,Adulto mayor,Larga,False,False
933,32,Other,Playstation Vr,17.08,8,1,Adulto joven,Media,False,True
934,31,Male,Playstation Vr,37.25,10,2,Adulto joven,Larga,False,True
935,38,Other,Htc Vive,22.81,3,2,Adulto joven,Media,False,False
936,27,Other,Oculus Rift,28.68,7,5,Adulto joven,Media,True,True
937,59,Other,Htc Vive,48.22,9,2,Adulto mayor,Larga,False,True
938,56,Male,Oculus Rift,12.15,10,3,Adulto mayor,Corta,False,True
939,29,Other,Htc Vive,29.04,5,3,Adulto joven,Media,False,False
940,31,Female,Playstation Vr,34.25,6,5,Adulto joven,Media,True,False
941,33,Other,Oculus Rift,35.96,3,2,Adulto joven,Larga,False,False
942,36,Female,Oculus Rift,11.18,3,4,Adulto joven,Corta,True,False
943,52,Other,Playstation Vr,27.37,1,3,Adulto,Media,False,False
944,24,Male,Playstation Vr,15.61,3,3,Joven,Media,False,False
945,46,Male,Playstation Vr,8.29,1,2,Adulto,Corta,False,False
946,34,Other,Playstation Vr,31.56,5,4,Adulto joven,Media,True,False
947,45,Female,Oculus Rift,28.43,7,2,Adulto,Media,False,True
948,60,Other,Htc Vive,39.26,7,4,Adulto mayor,Larga,True,True
949,25,Female,Htc Vive,41.91,8,5,Adulto joven,Larga,True,True
950,28,Other,Oculus Rift,16.22,5,4,Adulto joven,Media,True,False
951,42,Male,Htc Vive,9.51,10,1,Adulto,Corta,False,True
952,48,Male,Playstation Vr,27.42,7,4,Adulto,Media,True,True
953,23,Female,Oculus Rift,30.83,10,4,Joven,Media,True,True
954,25,Female,Playstation Vr,35.42,9,4,Adulto joven,Larga,True,True
955,27,Male,Htc Vive,58.95,6,4,Adulto joven,Larga,True,False
956,39,Male,Htc Vive,53.99,9,4,Adulto joven,Larga,True,True
957,60,Other,Htc Vive,23.75,2,4,Adulto mayor,Media,True,False
958,23,Female,Htc Vive,20.34,7,3,Joven,Media,False,True
959,28,Other,Oculus Rift,23.48,10,4,Adulto joven,Media,True,True
960,58,Female,Playstation Vr,12.67,8,1,Adulto mayor,Corta,False,True
961,34,Male,Htc Vive,45.64,3,3,Adulto joven,Larga,False,False
962,35,Other,Oculus Rift,58.54,5,5,Adulto joven,Larga,True,False
963,53,Other,Oculus Rift,53.25,10,3,Adulto,Larga,False,True
964,42,Female,Playstation Vr,19.3,6,3,Adulto,Media,False,False
965,46,Male,Htc Vive,23.26,7,1,Adulto,Media,False,True
966,44,Other,Oculus Rift,25.52,7,1,Adulto,Media,False,True
967,58,Male,Playstation Vr,11.73,8,2,Adulto mayor,Corta,False,True
968,60,Female,Playstation Vr,20.5,3,2,Adulto mayor,Media,False,False
969,27,Other,Htc Vive,45.77,5,2,Adulto joven,Larga,False,False
970,55,Male,Playstation Vr,43.71,10,3,Adulto mayor,Larga,False,True
971,50,Female,Playstation Vr,42.91,7,2,Adulto,Larga,False,True
972,52,Other,Htc Vive,16.99,3,3,Adulto,Media,False,False
973,54,Other,Oculus Rift,54.62,6,2,Adulto,Larga,False,False
974,27,Female,Playstation Vr,29.18,6,4,Adulto joven,Media,True,False
975,35,Female,Oculus Rift,8.13,7,2,Adulto joven,Corta,False,True
976,56,Other,Oculus Rift,29.49,8,5,Adulto mayor,Media,True,True
977,60,Other,Playstation Vr,11.36,4,5,Adulto mayor,Corta,True,False
978,31,Other,Oculus Rift,11.66,6,4,Adulto joven,Corta,True,False
979,41,Male,Htc Vive,44.79,5,5,Adulto,Larga,True,False
980,57,Male,Htc Vive,29.77,7,1,Adulto mayor,Media,False,True
981,27,Male,Htc Vive,47.28,2,4,Adulto joven,Larga,True,False
982,53,Female,Playstation Vr,43.51,6,2,Adulto,Larga,False,False
983,20,Female,Htc Vive,57.16,10,4,Joven,Larga,True,True
984,18,Female,Playstation Vr,18.08,8,5,Joven,Media,True,True
985,29,Male,Oculus Rift,27.09,2,4,Adulto joven,Media,True,False
986,48,Male,Htc Vive,10.55,8,5,Adulto,Corta,True,True
987,23,Male,Oculus Rift,30.41,9,4,Joven,Media,True,True
988,25,Female,Oculus Rift,32.55,6,1,Adulto joven,Media,False,False
989,42,Female,Oculus Rift,28.63,5,4,Adulto,Media,True,False
990,56,Male,Playstation Vr,23.1,8,2,Adulto mayor,Media,False,True
991,33,Female,Htc Vive,54.91,3,5,Adulto joven,Larga,True,False
992,52,Female,Oculus Rift,12.69,4,4,Adulto,Corta,True,False
993,37,Female,Oculus Rift,9.17,7,5,Adulto joven,Corta,True,True
994,24,Other,Htc Vive,48.77,8,3,Joven,Larga,False,True
995,24,Other,Htc Vive,15.84,2,2,Joven,Media,False,False
996,30,Male,Htc Vive,14.66,9,2,Adulto joven,Corta,False,True
997,57,Other,Oculus Rift,25.17,7,5,Adulto mayor,Media,True,True
998,35,Other,Playstation Vr,37.58,7,2,Adulto joven,Larga,False,True
999,52,Male,Playstation Vr,27.57,7,2,Adulto,Media,False,True
1000,46,Female,Playstation Vr,37.51,7,3,Adulto,Larga,False,True
